pm2_5,date_time,data_source,co,pm10,no_2,level,o3,date,city_name,so_2,AQI
25,2019-01-20 10:17:26.110000,api,1,41,37,优,86,2018-07-07,唐山,6,44
33,2019-01-20 10:17:26.113000,api,1,54,30,轻度污染,163,2018-07-08,唐山,6,103
22,2019-01-20 10:17:26.116000,api,0.9,36,28,良,137,2018-07-09,唐山,6,81
22,2019-01-20 10:17:26.118000,api,0.7,41,27,优,92,2018-07-10,唐山,7,46
31,2019-01-20 10:17:26.122000,api,0.9,58,50,轻度污染,181,2018-06-05,唐山,8,120
38,2019-01-20 10:17:26.125000,api,1,71,60,中度污染,236,2018-06-06,唐山,11,171
39,2019-01-20 10:17:26.127000,api,1,74,57,中度污染,260,2018-06-07,唐山,12,195
34,2019-01-20 10:17:26.130000,api,0.9,64,46,良,82,2018-06-08,唐山,10,56
26,2019-01-20 10:17:26.133000,api,0.8,46,32,良,108,2018-05-04,唐山,10,57
14,2019-01-20 10:17:26.136000,api,0.6,31,28,优,68,2018-04-06,唐山,6,35
27,2019-01-20 10:17:26.148000,api,0.7,86,35,良,108,2018-04-07,唐山,9,68
34,2019-01-20 10:17:26.151000,api,0.9,105,61,良,131,2018-04-08,唐山,15,78
16,2019-01-20 10:17:26.154000,api,0.8,25,35,优,38,2018-03-07,唐山,6,44
22,2019-01-20 10:17:26.157000,api,0.9,48,42,良,76,2018-03-08,唐山,8,53
24,2019-01-20 10:17:26.161000,api,0.9,66,52,良,111,2018-03-09,唐山,12,65
30,2019-01-20 10:17:26.163000,api,0.8,67,52,良,78,2018-03-10,唐山,12,65
55,2019-01-20 10:17:26.166000,api,0.8,87,52,良,41,2018-02-05,唐山,11,75
75,2019-01-20 10:17:26.169000,api,1,112,59,良,38,2018-02-06,唐山,12,100
108,2019-01-20 10:17:26.172000,api,1.2,153,63,轻度污染,38,2018-02-07,唐山,14,142
18,2019-01-20 10:17:26.175000,api,1,27,36,优,12,2018-01-06,唐山,7,45
26,2019-01-20 10:17:26.178000,api,1,35,34,优,14,2018-01-07,唐山,9,43
41,2019-01-20 10:17:26.181000,api,0.9,62,42,良,56,2018-01-08,唐山,11,58
68,2019-01-20 10:17:26.185000,api,1.2,100,56,良,0,2017-12-07,唐山,15,82
45,2019-01-20 10:17:26.196000,api,1.2,58,48,良,0,2017-12-08,唐山,9,90
37,2019-01-20 10:17:26.199000,api,0.9,59,52,良,0,2017-12-09,唐山,12,68
102,2019-01-20 10:17:26.202000,api,1.5,156,74,轻度污染,107,2017-11-07,唐山,15,132
91,2019-01-20 10:17:26.205000,api,1.5,140,70,轻度污染,108,2017-11-08,唐山,13,118
72,2019-01-20 10:17:26.209000,api,1.3,112,68,良,80,2017-11-09,唐山,15,95
51,2019-01-20 10:17:26.211000,api,0.9,79,49,良,24,2017-11-10,唐山,13,71
9,2019-01-20 10:17:26.214000,api,0.6,12,20,优,31,2017-10-04,唐山,5,25
9,2019-01-20 10:17:26.217000,api,0.8,12,28,优,21,2017-10-05,唐山,5,33
17,2019-01-20 10:17:26.220000,api,1,30,37,优,19,2017-10-06,唐山,8,45
14,2019-01-20 10:17:26.223000,api,0.8,30,34,优,54,2017-09-06,唐山,9,41
26,2019-01-20 10:17:26.227000,api,1,52,46,良,155,2017-09-07,唐山,10,95
23,2019-01-20 10:17:26.229000,api,0.8,46,30,轻度污染,170,2017-08-07,唐山,15,109
19,2019-01-20 10:17:26.240000,api,0.7,31,24,优,50,2017-08-08,唐山,8,32
24,2019-01-20 10:17:26.247000,api,0.8,40,30,优,58,2017-07-06,唐山,7,41
24,2019-01-20 10:17:26.251000,api,0.9,42,31,优,48,2017-07-07,唐山,7,42
31,2019-01-20 10:17:26.254000,api,1,54,37,良,81,2017-07-08,唐山,9,52
20,2019-01-20 10:17:26.257000,api,0.8,41,40,轻度污染,169,2017-07-09,唐山,8,108
36,2019-01-20 10:17:26.260000,api,1.1,66,61,轻度污染,180,2017-06-06,唐山,13,118
34,2019-01-20 10:17:26.263000,api,1,66,48,轻度污染,179,2017-06-07,唐山,12,117
20,2019-01-20 10:17:26.266000,api,0.9,47,40,良,130,2017-06-08,唐山,13,75
27,2019-01-20 10:17:26.269000,api,0.8,49,32,优,100,2017-06-09,唐山,8,50
42,2019-01-20 10:17:26.273000,api,0.7,82,40,良,47,2017-05-07,唐山,8,66
33,2019-01-20 10:17:26.276000,api,0.9,64,51,良,103,2017-05-08,唐山,10,62
36,2019-01-20 10:17:26.279000,api,1,75,55,良,122,2017-05-09,唐山,14,68
39,2019-01-20 10:17:26.282000,api,1,60,42,良,111,2017-04-06,唐山,12,59
43,2019-01-20 10:17:26.286000,api,1.1,79,57,良,88,2017-04-07,唐山,17,71
42,2019-01-20 10:17:26.289000,api,1,69,40,良,48,2017-04-08,唐山,14,59
35,2019-01-20 10:17:26.292000,api,1,51,36,良,19,2017-04-09,唐山,11,51
33,2019-01-20 10:17:26.295000,api,0.8,47,50,良,31,2017-03-06,唐山,9,62
38,2019-01-20 10:17:26.298000,api,0.9,51,49,良,26,2017-03-07,唐山,10,61
39,2019-01-20 10:17:26.301000,api,0.9,53,46,良,62,2017-03-08,唐山,11,56
40,2019-01-20 10:17:26.304000,api,1.3,52,34,良,19,2017-02-07,唐山,7,57
29,2019-01-20 10:17:26.315000,api,1.2,42,37,优,57,2017-02-08,唐山,8,45
45,2019-01-20 10:17:26.318000,api,1.3,71,56,良,12,2017-02-09,唐山,12,70
65,2019-01-20 10:17:26.321000,api,1.4,94,58,良,19,2017-02-10,唐山,13,90
106,2019-01-20 10:17:26.324000,api,1.4,145,60,轻度污染,14,2017-01-07,唐山,20,139
64,2019-01-20 10:17:26.327000,api,1.8,97,53,良,6,2017-01-08,唐山,22,86
56,2019-01-20 10:17:26.330000,api,1.7,77,50,良,11,2017-01-09,唐山,14,77
31,2019-01-20 10:17:26.333000,api,1.2,46,42,良,24,2017-01-10,唐山,11,52
102,2019-01-20 10:17:26.336000,api,1.4,141,74,轻度污染,52,2016-12-07,唐山,17,134
100,2019-01-20 10:17:26.339000,api,1.4,140,74,轻度污染,61,2016-12-08,唐山,13,132
100,2019-01-20 10:17:26.342000,api,1.3,134,61,轻度污染,28,2016-12-09,唐山,13,132
93,2019-01-20 10:17:26.345000,api,1.4,130,56,轻度污染,7,2016-11-06,唐山,21,123
17,2019-01-20 10:17:26.349000,api,0.8,22,35,优,26,2016-11-07,唐山,7,44
15,2019-01-20 10:17:26.352000,api,0.6,22,33,优,28,2016-11-08,唐山,7,42
66,2019-01-20 10:17:26.355000,api,1,130,60,良,142,2016-10-05,唐山,21,90
70,2019-01-20 10:17:26.369000,api,0.9,122,47,良,124,2016-10-06,唐山,19,94
69,2019-01-20 10:17:26.372000,api,1,102,56,良,40,2016-10-07,唐山,11,93
72,2019-01-20 10:17:26.376000,api,1,91,54,良,53,2016-09-07,唐山,10,97
58,2019-01-20 10:17:26.378000,api,1,76,53,良,42,2016-09-08,唐山,7,79
34,2019-01-20 10:17:26.382000,api,0.9,42,41,良,35,2016-09-09,唐山,6,52
58,2019-01-20 10:17:26.385000,api,1,76,46,良,115,2016-09-10,唐山,9,79
8,2019-01-20 10:17:26.387000,api,0.6,9,26,优,17,2018-12-06,唐山,5,33
9,2019-01-20 10:17:26.391000,api,0.7,13,28,优,24,2018-12-07,唐山,5,35
162,2019-01-20 10:17:26.394000,api,1.2,0,39,重度污染,21,2019-01-06,唐山,5,212
172,2019-01-20 10:17:26.405000,api,1.5,144,39,重度污染,37,2019-01-07,唐山,5,222
169,2019-01-20 10:17:26.409000,api,1.4,44,37,重度污染,40,2019-01-08,唐山,6,219
12,2019-01-20 10:17:26.413000,api,0.7,8,23,优,26,2018-11-06,唐山,5,29
13,2019-01-20 10:17:26.416000,api,0.5,12,20,优,35,2018-11-07,唐山,5,25
15,2019-01-20 10:17:26.419000,api,0.7,27,29,优,35,2018-11-08,唐山,6,37
70,2019-01-20 10:17:26.422000,api,0.7,81,29,轻度污染,177,2018-10-04,唐山,14,116
57,2019-01-20 10:17:26.425000,api,0.7,81,33,轻度污染,179,2018-10-05,唐山,13,118
67,2019-01-20 10:17:26.429000,api,0.7,96,45,轻度污染,199,2018-10-06,唐山,14,136
18,2019-01-20 10:17:26.432000,api,0.6,44,16,优,93,2018-09-07,唐山,8,47
16,2019-01-20 10:17:26.436000,api,0.5,43,20,良,147,2018-09-08,唐山,10,90
26,2019-01-20 10:17:26.440000,api,0.6,51,29,轻度污染,161,2018-09-09,唐山,10,101
16,2019-01-20 10:17:26.443000,api,0.7,34,18,良,123,2018-08-07,唐山,11,70
22,2019-01-20 10:17:26.446000,api,0.7,48,25,良,148,2018-08-08,唐山,7,90
23,2019-01-20 10:17:26.449000,api,0.7,43,28,轻度污染,165,2018-08-09,唐山,7,105
31,2019-01-20 10:17:26.452000,api,0.7,47,25,轻度污染,163,2018-08-10,唐山,6,103
25,2019-01-20 10:17:26.455000,api,0.9,34,13,优,98,2018-07-06,唐山,5,49
15,2019-01-20 10:17:26.467000,api,0.6,20,12,优,61,2018-07-07,唐山,4,31
11,2019-01-20 10:17:26.471000,api,0.7,15,16,优,61,2018-07-08,唐山,4,31
22,2019-01-20 10:17:26.474000,api,0.9,35,26,良,139,2018-06-06,唐山,8,83
33,2019-01-20 10:17:26.478000,api,0.9,49,28,优,63,2018-06-07,唐山,7,50
15,2019-01-20 10:17:26.481000,api,0.6,25,23,优,72,2018-06-08,唐山,6,36
33,2019-01-20 10:17:26.484000,api,0.7,52,20,良,151,2018-06-09,唐山,6,93
30,2019-01-20 10:17:26.487000,api,0.7,48,27,优,88,2018-05-05,唐山,12,48
16,2019-01-20 10:17:26.490000,api,0.5,26,15,优,94,2018-05-06,唐山,7,47
30,2019-01-20 10:17:26.494000,api,0.6,94,22,良,100,2018-04-06,唐山,8,72
40,2019-01-20 10:17:26.504000,api,0.5,138,36,良,129,2018-04-07,唐山,10,94
46,2019-01-20 10:17:26.508000,api,0.8,108,53,良,129,2018-04-08,唐山,24,79
45,2019-01-20 10:17:26.511000,api,0.8,93,53,良,155,2018-04-09,唐山,22,96
22,2019-01-20 10:17:26.514000,api,0.5,19,20,优,58,2018-03-07,唐山,5,32
41,2019-01-20 10:17:26.517000,api,0.6,37,29,良,100,2018-03-08,唐山,7,58
48,2019-01-20 10:17:26.520000,api,0.8,68,53,良,107,2018-03-09,唐山,9,67
47,2019-01-20 10:17:26.523000,api,1,70,40,良,146,2016-08-10,唐山,9,89
18,2019-01-20 10:17:26.527000,api,0.6,40,30,优,68,2016-07-07,唐山,12,40
21,2019-01-20 10:17:26.538000,api,0.6,43,30,良,111,2016-07-08,唐山,12,60
26,2019-01-20 10:17:26.541000,api,0.6,54,31,良,143,2016-07-09,唐山,13,86
29,2019-01-20 10:17:26.545000,api,0.6,41,29,优,51,2016-06-10,唐山,5,42
39,2019-01-20 10:17:26.548000,api,0.8,50,40,良,66,2016-06-11,唐山,6,55
55,2019-01-20 10:17:26.550000,api,0.9,77,44,轻度污染,164,2016-06-12,唐山,7,104
57,2019-01-20 10:17:26.552000,api,0.9,87,52,良,150,2016-06-13,唐山,10,92
55,2019-01-20 10:17:26.555000,api,0.9,98,60,轻度污染,192,2016-05-11,唐山,17,130
49,2019-01-20 10:17:26.559000,api,0.8,100,47,轻度污染,166,2016-05-12,唐山,15,106
81,2019-01-20 10:17:26.562000,api,0.9,150,47,轻度污染,93,2016-05-13,唐山,11,108
64,2019-01-20 10:17:26.564000,api,0.7,109,33,良,56,2016-05-14,唐山,8,87
25,2019-01-20 10:17:26.567000,api,0.9,34,42,良,31,2016-04-06,唐山,8,53
41,2019-01-20 10:17:26.570000,api,0.9,59,51,良,70,2016-04-07,唐山,10,64
42,2019-01-20 10:17:26.573000,api,1,61,59,良,38,2016-04-08,唐山,10,74
62,2019-01-20 10:17:26.577000,api,1.1,91,72,良,75,2018-02-06,西宁,13,90
65,2019-01-20 10:17:26.590000,api,0.9,88,60,良,97,2018-02-07,西宁,13,88
65,2019-01-20 10:17:26.593000,api,1,87,58,良,105,2018-02-08,西宁,14,88
184,2019-01-20 10:17:26.597000,api,3.4,240,89,重度污染,38,2019-01-07,西宁,63,234
125,2019-01-20 10:17:26.619000,api,2.7,193,75,中度污染,42,2019-01-08,西宁,48,165
46,2019-01-20 10:17:26.623000,api,1.2,82,50,良,48,2019-01-09,西宁,28,66
126,2019-01-20 10:17:26.626000,api,1.9,158,61,中度污染,33,2019-01-10,西宁,18,166
26,2019-01-20 10:17:26.629000,api,0.8,55,36,良,47,2018-12-07,西宁,16,53
54,2019-01-20 10:17:26.632000,api,1.3,86,48,良,47,2018-12-08,西宁,29,74
61,2019-01-20 10:17:26.635000,api,1.3,98,52,良,38,2018-12-09,西宁,20,83
41,2019-01-20 10:17:26.638000,api,1.2,54,44,良,42,2018-11-06,西宁,18,58
47,2019-01-20 10:17:26.642000,api,1.3,68,48,良,37,2018-11-07,西宁,20,65
72,2019-01-20 10:17:26.645000,api,1.3,73,46,良,50,2018-11-08,西宁,13,97
90,2019-01-20 10:17:26.648000,api,1.7,127,59,轻度污染,59,2018-11-09,西宁,21,119
103,2019-01-20 10:17:26.650000,api,1.8,184,65,轻度污染,153,2018-10-06,西宁,30,135
42,2019-01-20 10:17:26.653000,api,1,118,53,良,106,2018-10-07,西宁,25,84
89,2019-01-20 10:17:26.657000,api,2.6,184,62,轻度污染,127,2018-10-08,西宁,34,118
38,2019-01-20 10:17:26.660000,api,1.7,112,45,良,82,2018-10-09,西宁,26,81
41,2019-01-20 10:17:26.662000,api,1.5,111,47,良,133,2018-09-05,西宁,22,81
34,2019-01-20 10:17:26.665000,api,1.4,101,33,良,136,2018-09-06,西宁,24,80
14,2019-01-20 10:17:26.669000,api,1.1,52,32,良,118,2018-09-07,西宁,20,65
44,2019-01-20 10:17:26.673000,api,1.3,80,28,良,139,2018-08-07,西宁,6,83
46,2019-01-20 10:17:26.676000,api,1.4,90,29,良,150,2018-08-08,西宁,8,92
34,2019-01-20 10:17:26.679000,api,1.8,58,21,轻度污染,164,2018-08-09,西宁,9,104
46,2019-01-20 10:17:26.682000,api,1.4,82,23,轻度污染,189,2018-08-10,西宁,14,127
30,2019-01-20 10:17:26.685000,api,1.2,38,38,优,26,2019-01-09,西宁,6,48
29,2019-01-20 10:17:26.734000,api,1.4,39,38,优,17,2019-01-10,西宁,6,48
48,2019-01-20 10:17:26.737000,api,1.4,65,44,良,33,2019-01-11,西宁,7,67
54,2019-01-20 10:17:26.740000,api,1.4,76,47,良,20,2019-01-12,西宁,7,74
19,2019-01-20 10:17:26.743000,api,0.7,28,25,优,25,2018-12-07,西宁,5,32
21,2019-01-20 10:17:26.746000,api,0.6,32,28,优,20,2018-12-08,西宁,6,35
17,2019-01-20 10:17:26.748000,api,0.7,27,26,优,24,2018-12-09,西宁,7,33
25,2019-01-20 10:17:26.751000,api,0.7,40,31,优,20,2018-12-10,西宁,8,40
37,2019-01-20 10:17:26.754000,api,1,59,54,良,18,2018-11-09,西宁,11,68
46,2019-01-20 10:17:26.757000,api,0.9,68,43,良,26,2018-11-10,西宁,8,64
33,2019-01-20 10:17:26.760000,api,0.7,48,42,优,45,2018-10-09,西宁,6,50
34,2019-01-20 10:17:26.780000,api,0.9,57,48,良,87,2018-10-10,西宁,8,57
45,2019-01-20 10:17:26.784000,api,1,82,65,良,60,2018-10-11,西宁,10,77
59,2019-01-20 10:17:26.787000,api,1.2,101,64,良,33,2018-10-12,西宁,12,80
25,2019-01-20 10:17:26.790000,api,0.6,39,31,优,85,2018-09-08,西宁,8,43
30,2019-01-20 10:17:26.793000,api,0.7,52,41,优,72,2018-09-09,西宁,8,50
30,2019-01-20 10:17:26.796000,api,0.7,40,31,优,60,2018-09-10,西宁,6,42
34,2019-01-20 10:17:26.799000,api,0.9,48,41,优,41,2018-09-11,西宁,6,49
24,2019-01-20 10:17:26.802000,api,0.7,46,37,轻度污染,166,2018-08-09,西宁,6,106
18,2019-01-20 10:17:26.805000,api,0.5,35,25,良,110,2018-07-11,西宁,7,59
22,2019-01-20 10:17:26.817000,api,0.6,38,22,良,139,2018-07-12,西宁,7,83
31,2019-01-20 10:17:26.820000,api,0.7,55,31,轻度污染,192,2018-07-13,西宁,9,130
26,2019-01-20 10:17:26.824000,api,0.6,45,30,轻度污染,189,2018-06-09,西宁,8,127
35,2019-01-20 10:17:26.827000,api,0.9,66,48,中度污染,218,2018-06-10,西宁,12,153
38,2019-01-20 10:17:26.830000,api,1,66,58,良,94,2018-06-11,西宁,11,68
20,2019-01-20 10:17:26.832000,api,0.7,29,31,良,122,2018-06-12,西宁,7,69
30,2019-01-20 10:17:26.835000,api,0.8,51,35,良,64,2018-05-05,西宁,8,51
25,2019-01-20 10:17:26.838000,api,0.6,62,28,良,121,2018-05-06,西宁,7,68
31,2019-01-20 10:17:26.841000,api,0.8,71,44,轻度污染,161,2018-05-07,西宁,11,101
41,2019-01-20 10:17:26.845000,api,0.9,114,65,良,152,2018-04-09,西宁,14,94
55,2019-01-20 10:17:26.851000,api,1.1,135,72,良,158,2018-04-10,西宁,16,99
61,2019-01-20 10:17:26.854000,api,1,124,58,良,110,2018-04-11,西宁,14,87
43,2019-01-20 10:17:26.857000,api,1,79,55,良,51,2018-04-12,西宁,14,69
47,2019-01-20 10:17:26.860000,api,1,85,61,良,82,2018-03-11,西宁,13,77
63,2019-01-20 10:17:26.863000,api,1.2,107,69,良,44,2018-03-12,西宁,16,87
65,2019-01-20 10:17:26.866000,api,1.2,89,61,良,49,2018-03-13,西宁,8,88
96,2019-01-20 10:17:26.869000,api,1.1,132,60,轻度污染,59,2018-02-08,西宁,13,127
87,2019-01-20 10:17:26.880000,api,1,124,61,轻度污染,48,2018-02-09,西宁,12,115
60,2019-01-20 10:17:26.883000,api,0.9,80,47,良,25,2018-02-10,西宁,9,82
50,2019-01-20 10:17:26.887000,api,1.1,83,57,良,54,2018-01-09,西宁,14,72
57,2019-01-20 10:17:26.890000,api,1.1,98,71,良,59,2018-01-10,西宁,14,89
64,2019-01-20 10:17:26.893000,api,1.2,110,82,轻度污染,58,2018-01-11,西宁,16,101
56,2019-01-20 10:17:26.897000,api,0.9,85,58,良,0,2017-12-10,西宁,12,79
78,2019-01-20 10:17:26.899000,api,1,118,66,良,0,2017-12-11,西宁,16,89
90,2019-01-20 10:17:26.902000,api,1.2,136,65,轻度污染,0,2017-12-12,西宁,17,107
33,2019-01-20 10:17:26.906000,api,0.8,66,52,良,14,2017-11-11,西宁,14,65
37,2019-01-20 10:17:26.910000,api,0.9,65,42,良,10,2017-11-12,西宁,13,57
47,2019-01-20 10:17:26.913000,api,1,79,48,良,36,2017-11-13,西宁,13,65
42,2019-01-20 10:17:26.916000,api,1.2,70,46,良,20,2017-11-14,西宁,12,59
28,2019-01-20 10:17:26.919000,api,1.1,49,40,优,27,2017-10-07,西宁,11,48
35,2019-01-20 10:17:26.922000,api,1.1,59,39,良,87,2017-10-08,西宁,10,54
43,2019-01-20 10:17:26.925000,api,1.1,74,38,良,129,2017-10-09,西宁,10,74
28,2019-01-20 10:17:26.928000,api,1.1,59,51,良,109,2017-09-08,西宁,12,63
20,2019-01-20 10:17:26.940000,api,0.9,35,34,优,30,2017-09-09,西宁,7,43
12,2019-01-20 10:17:26.943000,api,0.8,26,28,优,77,2017-09-10,西宁,8,38
29,2019-01-20 10:17:26.946000,api,0.8,49,38,轻度污染,183,2017-08-09,西宁,9,120
40,2019-01-20 10:17:26.950000,api,1.1,77,53,轻度污染,189,2017-08-10,西宁,12,126
24,2019-01-20 10:17:26.953000,api,0.7,42,30,优,83,2017-08-11,西宁,7,43
22,2019-01-20 10:17:26.955000,api,0.7,37,28,优,95,2017-08-12,西宁,6,47
35,2019-01-20 10:17:26.959000,api,1,75,58,中度污染,258,2017-07-10,西宁,12,193
41,2019-01-20 10:17:26.962000,api,1.1,88,52,中度污染,242,2017-07-11,西宁,11,177
14,2019-01-20 10:17:26.965000,api,0.6,32,25,优,89,2017-07-12,西宁,10,44
21,2019-01-20 10:17:26.968000,api,0.8,34,25,良,106,2017-06-10,西宁,8,55
28,2019-01-20 10:17:26.972000,api,0.9,50,39,良,113,2017-06-11,西宁,11,60
25,2019-01-20 10:17:26.976000,api,0.9,39,39,优,53,2017-06-12,西宁,8,48
38,2019-01-20 10:17:26.979000,api,1,61,52,良,63,2017-05-10,西宁,8,65
40,2019-01-20 10:17:26.981000,api,0.9,59,42,良,58,2017-05-11,西宁,8,56
35,2019-01-20 10:17:26.984000,api,0.9,61,50,良,107,2017-05-12,西宁,10,61
29,2019-01-20 10:17:26.987000,api,0.9,58,50,良,155,2017-05-13,西宁,12,95
19,2019-01-20 10:17:26.991000,api,1.1,29,33,优,44,2017-04-10,西宁,8,35
50,2019-01-20 10:17:26.994000,api,1.1,74,58,良,18,2017-03-09,西宁,15,71
75,2019-01-20 10:17:27.006000,api,1.3,115,66,良,19,2017-03-10,西宁,20,100
69,2019-01-20 10:17:27.011000,api,1.3,111,76,良,33,2017-03-11,西宁,20,92
57,2019-01-20 10:17:27.014000,api,1.1,82,50,良,57,2017-02-11,西宁,11,75
63,2019-01-20 10:17:27.018000,api,1.1,92,57,良,79,2017-02-12,西宁,14,85
73,2019-01-20 10:17:27.021000,api,1.2,108,70,良,25,2017-02-13,西宁,16,92
19,2019-01-20 10:17:27.024000,api,0.8,25,35,优,16,2017-01-11,西宁,9,43
29,2019-01-20 10:17:27.027000,api,0.8,41,35,优,22,2017-01-12,西宁,9,42
49,2019-01-20 10:17:27.030000,api,1.1,70,47,良,27,2017-01-13,西宁,11,67
62,2019-01-20 10:17:27.033000,api,1.2,90,53,良,8,2017-01-14,西宁,13,82
98,2019-01-20 10:17:27.036000,api,1.4,129,53,轻度污染,24,2016-12-10,西宁,13,129
103,2019-01-20 10:17:27.039000,api,1.5,136,55,轻度污染,10,2016-12-11,西宁,14,135
81,2019-01-20 10:17:27.043000,api,1.5,106,47,轻度污染,8,2016-12-12,西宁,13,108
16,2019-01-20 10:17:27.046000,api,0.8,25,40,优,31,2016-11-09,西宁,8,50
24,2019-01-20 10:17:27.050000,api,1,39,46,良,33,2016-11-10,西宁,12,58
30,2019-01-20 10:17:27.053000,api,1,51,47,良,50,2016-11-11,西宁,13,59
52,2019-01-20 10:17:27.056000,api,1.1,85,56,良,16,2016-11-12,西宁,18,72
64,2019-01-20 10:17:27.059000,api,1,86,44,良,25,2016-10-08,西宁,12,87
29,2019-01-20 10:17:27.072000,api,0.9,40,32,优,48,2016-10-09,西宁,8,42
77,2019-01-20 10:17:27.079000,api,1.1,109,63,轻度污染,141,2016-09-11,西宁,10,103
71,2019-01-20 10:17:27.082000,api,1,107,65,良,110,2016-09-12,西宁,13,95
114,2019-01-20 10:17:27.085000,api,1.2,156,61,轻度污染,124,2016-09-13,西宁,16,149
140,2019-01-20 10:17:27.088000,api,1.1,175,45,中度污染,79,2016-09-14,西宁,14,186
16,2019-01-20 10:17:27.091000,api,0.5,17,23,优,29,2018-12-08,西宁,5,29
25,2019-01-20 10:17:27.094000,api,0.5,31,24,优,33,2018-12-09,西宁,6,36
38,2019-01-20 10:17:27.097000,api,0.7,34,30,良,25,2018-12-10,西宁,6,54
72,2019-01-20 10:17:27.100000,api,0.7,64,32,良,22,2018-12-11,西宁,6,97
29,2019-01-20 10:17:27.103000,api,1.2,15,34,优,23,2019-01-09,西宁,4,43
16,2019-01-20 10:17:27.107000,api,1.2,18,31,优,14,2019-01-10,西宁,3,39
48,2019-01-20 10:17:27.110000,api,1,43,32,良,33,2019-01-11,西宁,4,67
59,2019-01-20 10:17:27.113000,api,1.2,50,43,良,29,2019-01-12,西宁,4,80
28,2019-01-20 10:17:27.116000,api,1,48,46,良,44,2018-11-09,西宁,9,58
31,2019-01-20 10:17:27.119000,api,1,39,44,良,30,2018-11-10,西宁,7,55
32,2019-01-20 10:17:27.123000,api,0.7,29,22,优,52,2018-11-11,西宁,6,46
73,2019-01-20 10:17:27.126000,api,0.9,107,59,轻度污染,211,2018-10-07,西宁,14,147
104,2019-01-20 10:17:27.129000,api,0.9,115,32,轻度污染,117,2018-10-08,西宁,12,137
35,2019-01-20 10:17:27.132000,api,0.6,58,31,轻度污染,165,2018-09-10,西宁,10,105
49,2019-01-20 10:17:27.143000,api,0.7,70,21,良,145,2018-09-11,西宁,9,88
53,2019-01-20 10:17:27.146000,api,0.7,68,21,良,125,2018-09-12,西宁,9,71
51,2019-01-20 10:17:27.149000,api,0.7,70,22,良,151,2018-09-13,西宁,9,93
33,2019-01-20 10:17:27.152000,api,0.7,54,26,轻度污染,163,2018-08-11,西宁,7,103
43,2019-01-20 10:17:27.155000,api,0.9,68,19,轻度污染,179,2018-08-12,西宁,7,118
34,2019-01-20 10:17:27.158000,api,0.9,54,14,良,139,2018-08-13,西宁,7,83
18,2019-01-20 10:17:27.161000,api,0.7,33,23,良,131,2018-07-09,西宁,10,76
27,2019-01-20 10:17:27.165000,api,0.7,46,25,良,149,2018-07-10,西宁,9,91
41,2019-01-20 10:17:27.168000,api,0.9,57,18,良,120,2018-07-11,西宁,6,67
11,2019-01-20 10:17:27.171000,api,0.7,17,16,优,62,2018-07-12,西宁,5,31
35,2019-01-20 10:17:27.174000,api,0.7,52,22,轻度污染,185,2018-06-10,西宁,8,123
38,2019-01-20 10:17:27.176000,api,0.9,72,53,中度污染,218,2018-06-11,西宁,10,153
35,2019-01-20 10:17:27.179000,api,0.9,62,45,良,128,2018-06-12,西宁,14,74
20,2019-01-20 10:17:27.182000,api,0.7,32,26,优,92,2018-06-13,西宁,8,46
26,2019-01-20 10:17:27.186000,api,0.6,33,17,良,111,2018-05-07,西宁,5,60
25,2019-01-20 10:17:27.189000,api,0.6,36,23,良,146,2018-05-08,西宁,8,89
26,2019-01-20 10:17:27.193000,api,0.7,39,27,良,130,2018-05-09,西宁,7,75
